stik KF
A18	B6-36-15
end

kort	A6-5	0211	Gm
1	A6-6-2				x
2	A6-6-10					# Gm ADo(=OR 0-9)
3	A6-6-10N				# Gm TIo-9
4	A6-16-10N				# Gm Ti10-19	
5	A5-6-12					# Gm MD00-9
6	A5-16-12				# Gm MD10-19
13					x
15					x
1N	A6-16-10			x
2N	A6-6-3				x
3N	STEL				x
6N	H9-NN
7N	H9-MM
8N	H9-LL
9N	H9-JJ
10N	H8-T
11N	H8-R
12N	H8-S
13N	H8-P
14N	H8-C
15N	H8-A
end

kort	A6-6	0224-1	O-OR-TI
1					x
2	A6-5-1				x
3	A6-5-2N				x
4					x
7					x
8					x
10	A6-5-2				x
11	C1-3-2				x
13					x
14					x
15	KB1-D
1N	KB1-A
2N					x
3N	A5-6-13		C1-6-14			# -1.5V*0
5N	A5-6-14		C1-6-8			# L-0
7N	C1-4-5		A6-8-7N
8N	KB1-C
9N	C1-4-2				x
10N	A6-5-3				x
12N	C6-25-14
13N	A6-7-11N
14N	A6-7-12N
15N					x
end

kort	A6-7	0224-1 O-OR-TI
1					x
2					x
3					x
4					x
7					x
8					x
10					x
11					x
13					x
14					x
15	KB1-J
1N	KB1-E
2N					x
3N	-1.5V*1		C1-7-14
5N	L-1		C1-7-8
7N	C1-4-4
8N	KB1-H
9N					x
10N					x
11N	A6-6-13N
12N	A6-6-14N
13N	A6-8-11N
14N	A6-8-12N
15N					x
end

kort	A6-8	0224-1 O-OR-TI
1					x
2					x
3					x
4					x
7	STEL				x
8					x
10					x
11					x
13					x
14					x
15	KB1-N
1N	KB1-K
2N					x
3N	-1.5V*2		C1-8-14
5N	L-2		C1-8-8
7N	A6-6-7N				x
8N	KB1-M
9N					x
10N					x
11N	A6-7-13N
12N	A6-7-14N
13N	A6-9-11N
14N	A6-9-12N
15N					x
end

kort	A6-9	0224-1 O-OR-TI
1					x
2					x
3					x
4					x
7					x
8					x
10					x
11					x
13					x
14					x
15	KB1-T
1N	KB1-P
2N					x
3N	-1.5V*3		C1-9-14
5N	L-3		C1-9-8
7N					x
8N	KB1-S
9N					x
10N					x
11N	A6-8-13N
12N	A6-8-14N
13N	A6-10-11N
14N	A6-10-12N
15N					x
end

kort	A6-10	0224-1 O-OR-TI
1					x
2					x
3					x
4					x
7					x
8					x
10					x
11					x
13					x
14					x
15	KB1-X
1N	KB1-U
2N					x
3N	-1.5V*4		C1-10-14
5N	L-4		C1-10-8
7N					x
8N	KB1-W
9N					x
10N					x
11N	A6-9-13N
12N	A6-9-14N
13N	A6-11-11N
14N	A6-11-12N
15N					x
end

kort	A6-11	0224-1 O-OR-TI
1					x
2					x
3					x
4					x
7					x
8					x
10					x
11					x
13					x
14					x
15	KB1-BB
1N	KB1-Y
2N					x
3N	-1.5V*5		C1-11-14
5N	L-5		C1-11-8
7N					x
8N	KB1-AA
9N					x
10N					x
11N	A6-10-13N
12N	A6-10-14N
13N	A6-12-11N
14N	A6-12-12N
15N					x
end

kort	A6-12	0224-1 O-OR-TI
1					x
2					x
3					x
4					x
7					x
8					x
10					x
11					x
13					x
14					x
15	KB1-FF
1N	KB1-CC
2N					x
3N	-1.5V*6		C1-12-14
5N	L-6		C1-12-8
7N					x
8N	KB1-EE
9N					x
10N					x
11N	A6-11-13N
12N	A6-11-14N
13N	A6-13-11N
14N	A6-13-12N
15N					x
end

kort	A6-13	0224-1 O-OR-TI
1					x
2					x
3					x
4					x
7	STEL				x
8					x
10					x
11					x
13					x
14					x
15	KB1-LL
1N	KB1-HH
2N					x
3N	-1.5V*7		C1-13-14
5N	L-7		C1-13-8
7N					x
8N	KB1-KK
9N					x
10N					x
11N	A6-12-13N
12N	A6-12-14N
13N	A6-14-11N
14N	A6-14-12N
15N					x
end

kort	A6-14	0224-1 O-OR-TI
1					x
2					x
3					x
4					x
7					x
8					x
10					x
11					x
13					x
14					x
15	KB1-V
1N	KB1-DD
2N					x
3N	-1.5V*8		C1-14-14
5N	L-8		C1-14-8
7N					x
8N	KB1-NN
9N					x
10N					x
11N	A6-13-13N
12N	A6-13-14N
13N	A6-15-11N
14N	A6-15-12N
15N					x
end

kort	A6-15	0224-1 O-OR-TI
1					x
2					x
3					x
4					x
7					x
8					x
10					x
11					x
13					x
14					x
15	KB1-R
1N	KB1-Z
2N					x
3N	-1.5V*9		C1-15-14
5N	L-9		C1-15-8
7N					x
8N	KB1-JJ
9N					x
10N					x
11N	A6-14-13N
12N	A6-14-14N
13N	A6-16-11N
14N	A6-16-12N
15N	C3-25-9N			x
end

kort	A6-16	0224-1 O-OR-TI
1					x
2					x
3					x
4					x
7					x
8					x
10	A6-5-1N				x
11					x
13					x
14					x
15	KB2-D
1N	KB2-A
2N					x
3N	-1.5V*10		
5N	L-10	
7N	C1-4-6				x
8N	KB2-C
9N	C1-4-3				x
10N	A6-5-4				x
11N	A6-15-13N
12N	A6-15-14N
13N	A6-17-11N
14N	A6-17-12N
15N					x
end

kort	A6-17	0224-1 O-OR-TI
1					x
2					x
3					x
4					x
7					x
8					x
10					x
11					x
13					x
14					x
15	KB2-J
1N	KB2-E
2N					x
3N	-1.5V*11		
5N	L-11	
7N					x
8N	KB2-H
9N					x
10N					x
11N	A6-16-13N
12N	A6-16-14N
13N	A6-18-11N
14N	A6-18-12N
15N					x
end

kort	A6-18	0224-1 O-OR-TI
1					x
2					x
3					x
4					x
7					x
8					x
10					x
11					x
13					x
14					x
15	KB2-N
1N	KB2-K
2N					x
3N	-1.5V*12		
5N	L-12	
7N					x
8N	KB2-M
9N					x
10N					x
11N	A6-17-13N
12N	A6-17-14N
13N	A6-19-11N
14N	A6-19-12N
15N					x
end

kort	A6-19	0224-1 O-OR-TI
1					x
2					x
3					x
4					x
7					x
8					x
10					x
11					x
13					x
14					x
15	KB2-T
1N	KB2-P
2N					x
3N	-1.5V*13		
5N	L-13	
7N					x
8N	KB2-S
9N					x
10N					x
11N	A6-18-13N
12N	A6-18-14N
13N	A6-20-11N
14N	A6-20-12N
15N					x
end

kort	A6-20	0224-1 O-OR-TI
1					x
2					x
3					x
4					x
7					x
8					x
10					x
11					x
13					x
14					x
15	KB2-X
1N	KB2-U
2N					x
3N	-1.5V*14		
5N	L-14	
7N	A6-25-7N			x
8N	KB2-W
9N					x
10N					x
11N	A6-19-13N
12N	A6-19-14N
13N	A6-21-11N
14N	A6-21-12N
15N					x
end

kort	A6-21	0224-1 O-OR-TI
1					x
2					x
3					x
4					x
7					x
8					x
10					x
11					x
13					x
14					x
15	KB2-BB
1N	KB2-Y
2N					x
3N	-1.5V*15		
5N	L-15	
7N	C1-4-7				x
8N	KB2-AA
9N					x
10N					x
11N	A6-20-13N
12N	A6-20-14N
13N	A6-22-11N
14N	A6-22-12N
15N					x
end

kort	A6-22	0224-1 O-OR-TI
1					x
2					x
3					x
4					x
7					x
8					x
10					x
11					x
13					x
14					x
15	KB2-FF
1N	KB2-CC
2N					x
3N	-1.5V*16		
5N	L-16
7N					x
8N	KB2-EE
9N					x
10N					x
11N	A6-21-13N
12N	A6-21-14N
13N	A6-23-11N
14N	A6-23-12N
15N					x
end

kort	A6-23	0224-1 O-OR-TI
1					x
2					x
3					x
4					x
7	STEL				x
8					x
10					x
11					x
13					x
14					x
15	KB2-LL
1N	KB2-HH
2N					x
3N	-1.5V*17		
5N	L-17
7N					x
8N	KB2-KK
9N					x
10N					x
11N	A6-22-13N
12N	A6-22-14N
13N	A6-24-11N
14N	A6-24-12N
15N					x
end

kort	A6-24	0224-1 O-OR-TI
1					x
2					x
3					x
4					x
7					x
8					x
10					x
11					x
13					x
14	KB7-10				x
15	KB2-V
1N	KB2-DD
2N					x
3N	-1.5V*18		
5N	L-18
7N					x
8N	KB2-NN
9N					x
10N					x
11N	A6-23-13N
12N	A6-23-14N
13N	A6-25-11N
14N	A6-25-12N
15N					x
end

kort	A6-25	0224-1	O-OR-TI
1	-31.5V				x
# XXX: -10.5V or +10.5V ?
2	+10.5V				x
3	-13.5V				x
4	-13.5V				x
7					x
8	-3.0V				x
10	+4.5V				x
11	-3.0V				x
13	-1.5V				x
14	B5-29-14			x
15	KB2-R
1N	KB2-Z
2N	+1.5V				x
3N	-1.5V*19
5N	L-19
7N	A6-20-7N
8N	KB2-JJ
9N					x
10N					x
11N	A6-24-13N
12N	A6-24-14N
13N	B5-29-11N
14N	B5-29-12N
15N	C3-25-10N			x
end
tværtråd	B1
5	32-31
11	36-34
12	32-30
15	47-44
1N	36-35
3N	36-34
end

kort	B1-26	0244	Start-Stop
4	+4.5V		B1-35-4N
12	KB8-B
13	C2-7-7N		A1-24-13N
14	KB12-L
15	C6-7-11
1N	B1-28-1
2N					# Mikrostop på omskifterpanel
3N	B1-29-7N
4N	KB2-F
5N	B1-28-10
6N	KB2-L
12N	+10.5V		B1-27-3
13N	-13.5V		B1-27-6N
14N	STEL
15N	-1.5V		B1-27-13
end

kort	B1-27	0249	Osc og klipper
1	-31.5V		B1-28-13N
2	A1-25-4N
3	B1-28-12N	B1-26-12N
4	KB1-L
5	B1-28-15N
6	B1-28-13
7	-4.5V		B1-29-4
10	A2-1-6N
12	B1-28-7
13	B1-28-8N	B1-26-15N
14	STEL
15	-7.5V		B1-28-11N

1N	B1-48-6
4N	B3-49-1N
5N	+1.5V		B1-28-4N
6N	B1-28-14N	B1-26-13N
7N	A1-18-15N
8N	A1-18-11N
9N	A1-18-12N
10N	A1-25-2
11N	C2-5-10		B1-28-10N
12N	A1-25-3
13N	B1-30-4
14N	B1-28-9N	C2-3-6N
15N	B1-30-1
end

kort	B1-28	0252	Start-stop logik
1	B1-26-1N
2	A1-25-12
3	A1-24-10N
4	B1-28-12
5	B1-30-7N
7	B1-29-1		B1-27-12
8	-3.0V		B1-29-10
9	B1-28-6N
10	B1-26-5N
11	B1-29-7
12	C6-4-4N		B1-28-4
13	B1-27-6		B1-29-15N
14	C6-1-10		KB12-AA

1N	STEL
4N	B1-27-5N	B1-30-6
6N	B1-28-9
7N	B1-30-4N
8N	B1-27-13	B1-29-3N
9N	B1-27-14N
10N	B1-29-6N	B1-27-11N
11N	B1-27-15	B1-30-2
12N	B1-27-3		B1-29-1N
13N	B1-27-1		B1-33-1
14N	B1-29-2N	B1-27-6N
15N	B1-27-5
end

kort	B1-29	0253	Mikrotemp, kPo->SpH
1	B1-28-7
2	A2-3-3
3	A1-18-4
4	B1-27-7		B1-33-12
5	KB2-B		KB12-C
6	A1-25-15N
7	B1-34-15	B1-28-11
10	B1-30-2N	B1-28-8
12	A1-18-6
13	KB5-N		KB12-KK
15	C3-25-12
1N	B1-30-5		B1-28-12N
2N	B1-30-1N	B1-28-14N
3N	B1-28-8N	B1-31-7N
5N	STEL
6N	B1-28-10N	C6-1-7
7N	B1-26-3N
15N	B1-28-13
end

kort	B1-30	0259	Prim.SP, test fl-fl, stop
1	B1-27-15N	B1-30-13N
2	B1-28-11N	B1-34-5
4	B1-27-13N
5	B1-29-1N	B1-31-4
6	B1-28-4N	B1-35-2N
13	B1-30-7N
14	C6-4-2
1N	B1-33-7N	B1-29-2N
2N	B1-29-10	B1-34-14
3N	A1-24-1
4N	B1-28-7N	A1-24-2
5N	KB1-MM
7N	B1-28-5		B1-30-13
10N	A1-19-10N
11N	H7-K
12N	H7-M
13N	B1-30-1
14N	C6-1-3
15N	A1-2-10N
end

kort	B1-31	0203-1	Afkodning af FL
1	Y-0
2	Y-1
3	Y-2
4	B1-30-5		B1-32-4
5	B1-31-7N			x
6	Y-3
7	Y-4
8	Y-5
9	Y-6
10	Y-7
12	STEL				x
7N	B1-29-3N	B1-31-5
9N	A1-16-5
10N	A1-14-5
11N	A1-16-6
12N	A1-14-6
13N	A1-16-4
15N	A1-14-4
end

kort	B1-32	0203-1	Afkodning af FL
1	X-0
2	X-1
3	X-2
4	B1-33-6N	B1-31-4
5	B1-32-7N			x
6	X-3
7	X-4
8	X-5
9	X-6
10	X-7
12					x
7N	B1-32-5		B1-33-15
9N	A1-17-5
10N	A1-15-5
11N	A1-17-6
12N	A1-15-6
13N	A1-17-4
15N	A1-15-4
end

kort	B1-33	0214-5	FL. startkredse
1	B1-34-14N	B1-28-13N
2	B1-34-2
3	B1-34-3		B1-33-15N
4	A1-25-4		B1-33-14N
5	B1-33-13N
6	B2-39-7
7	B2-38-7
8	A3-25-7
9	B1-34-9		A3-15-7
10	STEL
12	B1-29-4		B1-34-2N
14	B1-34-12	B1-33-7N
15	B1-34-1N	B1-32-7N
6N	B1-34-10	B1-32-4
7N	B1-33-14	B1-30-1N
8N	B1-33-9N
9N	B1-33-8N	B1-33-10N
10N	B1-33-9N	B1-33-11N
11N	B1-33-10N	B1-34-10N
12N	B1-35-4
13N	B1-33-5
14N	B1-33-4
15N	B1-33-3
end

kort	B1-34	0234	Tidsgenerator for FL
1	B1-45-6N
2	B1-33-2
3	B1-33-3
4	B1-35-3
5	B1-30-2
6	B1-44-6N
9	B1-33-9
10	B1-33-6N	B1-34-3N
11					x
12	B1-33-14	B1-35-1
13	STEL
14	B1-35-13N	B1-30-2N
15	B1-29-7
1N	B1-33-15	B1-39-1
2N	B1-33-12	B1-48-13
3N	B1-34-10			x
7N	B1-39-12N
8N	B1-39-13N
10N	B1-33-11N
11N	B1-35-11N
12N	B1-36-11N
13N	B1-44-15
14N	B1-33-1	B1-35-6
end

kort	B1-35	0221	Styrekredse til FL
1	B1-36-1		B1-34-12
3	B1-34-4		B1-36-3
4	B1-36-4		B1-33-12N
6	B1-34-14N	B1-36-6
7	B1-36-7		B1-36-1
8	A3-15-13				# Strobe 0-9
9	A3-25-13				# --//-- 10-19
11					x
1N					x
2N	B1-36-2N	B1-30-6
3N					x
4N	B1-26-4		B1-36-4N
5N	H11-Z
6N	H11-CC
7N	H11-MM					# skriv i FL
8N	A3-15-11
9N	A3-25-11
11N	B1-34-11N
12N	H11-BB
13N	B1-36-13N	B1-34-14
14N	H11-EE
15N	H11-NN					# skriv i FL
end

kort	B1-36	0221	Styrekredse i FL
1	B1-35-7		B1-35-1
3	B1-35-3	
4	A1-25-12N	B1-35-4
6	B1-39-4		B1-35-6
7	B1-35-7		B1-43-5
8	B2-38-13				# Strobe20-29
9	B2-39-13				# ... 30-39
10	B2-49-13				# 40-41
11					x
1N	STEL				x
2N	B1-35-2N	B1-48-8N
3N	B1-43-4				x
4N	B1-35-4N	B1-48-11
5N	H11-DD
6N	H11-HH
7N	H11-JJ
8N	B2-38-11
9N	B2-39-11
10N	B2-49-11
11N	B1-34-12N
12N	H11-FF
13N	B1-35-13N	B1-48-12N
14N	H11-KK
15N	H11-LL
end

kort	B1-37	tom
end

kort	B1-38	tom
end

kort	B1-39	0225	FL Konstantstrømsgenerator
1	B1-42-1		B1-34-1N
4	B1-42-4		B1-36-6
5	+24.0V		B1-42-5
12N	B1-34-7N
13N	B1-34-8N
14N	B1-44-10
15N	B1-44-1N
end

kort	B1-40	tom
end

kort	B1-41	tom
end

kort	B1-42	0225	FL Konstantstrømsgenerator
1	B1-39-1		B1-43-7N
4	B1-39-4		B1-48-6N
5	B1-39-5
14N	B1-45-10
15N	B1-45-1N
end

kort	B1-43	0203	Afkodning af FL
1	B1-44-13
2	B1-47-3N
3	B1-46-13
4	B1-36-3N	B1-48-1N
5	B1-36-7		B1-48-14N
6	B1-45-3N
7	B1-45-13
8	B1-44-3N
9	B1-46-3N
10	B1-47-13
7N	B1-42-1		B1-48-12
8N	A1-16-2
9N	A1-17-2
10N	A1-15-2
11N	A1-17-3
12N	A1-15-3
13N	A1-16-3
14N	A1-14-2
15N	A1-14-3
end

kort	B1-44	0207	Matrix Drivtrin
1	Y-16
2	Y-17
3	Y-18
4	Y-19
5	Y-20
6	Y-21
7	Y-22
8	Y-23
10	B1-46-10	B1-39-14N
13	B1-43-1
15	B1-34-13N	x
1N	B1-46-1N	B1-39-15N
3N	B1-43-8
6N	B1-46-6N	B1-34-6
8N	Y-24
9N	Y-25
10N	Y-26
11N	Y-27
12N	Y-28
13N	Y-29
14N	Y-30
15N	Y-31
end

kort	B1-45	0207	Matrix Drivtrin
1	X-16
2	X-17
3	X-18
4	X-19
5	X-20
6	X-21
7	X-22
8	X-23
10	B1-47-10	B1-42-14N
13	B1-43-7
15					x
1N	B1-47-1N	B1-42-15N
3N	B1-43-6
6N	B1-47-6N	B1-34-1
8N	X-24
9N	X-25
10N	X-26
11N	X-27
12N	X-28
13N	X-29
14N	X-30
15N	X-31
end
kort	B1-46	0207	Matrix Drivtrin
1	Y-0
2	Y-1
3	Y-2
4	Y-3
5	Y-4
6	Y-5
7	Y-6
8	Y-7
10	B1-44-10
13	B1-43-3
15					x
1N	B1-44-1N
3N	B1-43-9
6N	B1-44-6N
8N	Y-8
9N	Y-9
10N	Y-10
11N	Y-11
12N	Y-12
13N	Y-13
14N	Y-14
15N	Y-15
end

kort	B1-47	0207	Matrix Drivtrin
1	X-0
2	X-1
3	X-2
4	X-3
5	X-4
6	X-5
7	X-6
8	X-7
10	B1-45-10
13	B1-43-10
15					x
1N	B1-45-1N
3N	B1-43-2
6N	B1-45-6N
8N	X-8
9N	X-9
10N	X-10
11N	X-11
12N	X-12
13N	X-13
14N	X-14
15N	X-15
end

kort	B1-48	0222-6	SpH, MQ, primær
6	B1-27-1N
11	B1-36-4N
12	B1-43-7N
13	B1-34-2N
1N	B1-43-4
3N	STEL
6N	B1-42-4
8N	B1-36-2N
10N	B3-27-8N
12N	B1-36-13N
14N	B1-43-5
end

kort	B1-49	tom
end
kort	B1-50	tom
end

tværtråd	B2
1			28-26
3	50-29
4	50-29
5	50-29
6	50-29
7	50-39	38-29
8	50-29
9	50-29
10	50-29
11	48-39	38-29
12	50-29
13	48-39	38-29	28-26
15			28-26
1N	48-39	38-29	28-26
2N	48-39	38-29	28-26
3N			28-26
7N	48-39	38-29
8N	47-39	38-29
9N	48-39	38-29
10N	48-36	35-29
11N	48-29
12N	48-39	38-29
end

kort	B2-26	0211	Gm
1	+10.5V		x
3	B2-49-7N		# GmH40-41
4	B3-50-14		# Gm0-H39
5	B3-50-11		# Gm1-MQ39
13	-1.5V		x
# XXX: -4.5V or +4.5V ?
1N	+4.5V		x
2N	-13.5V		x
3N			x
8N	H7-NN
9N	H7-MM
10N	H4-KK
11N	H4-HH
12N	H3-KK
13N	H3-HH
end

kort	B2-27	0211	Gm
1			x
2	B2-29-8N		# GmH20-29 v.skift
3	B2-39-8N		# GmH30-38 -//-
4	B3-50-1N		# GmLinie0 ->H39
5	B3-50-15		# GmMQo->H39
6	B2-29-9N		# Gm H20-29 h.skift
7	B2-39-9N		# GmH30-39
13			x
15	STEL		x
1N			x
2N			x
3N	STEL		x
4N	H4-N
5N	H4-L
6N	H4-M
7N	H4-K
8N	H4-FF
9N	H4-DD
10N	H4-LL
11N	H4-JJ
12N	H4-EE
13N	H4-CC
14N	H4-BB
15N	H4-Z
end

kort	B2-28	0211	Gm
1	B2-29-4		x
2	B2-29-1N		# GmLI20-29
3	B2-39-1N		# GmLI30-39
4	B2-49-1N		# GmLI40-41
5	B2-49-9N	C1-20-7	# GmIO
6	B2-29-7N		# GmH20-29
7	B2-39-7N		# GmH30-39
13	B2-29-9		x
15			x
1N			x
2N	B2-29-5		x
3N			x
4N	H3-FF
5N	H3-DD
6N	H3-EE
7N	H3-CC
8N	H5-M
9N	H5-K
10N	H5-J
11N	H5-F
12N	H5-H
13N	H5-E
14N	H5-D
15N	H5-B
end

kort	B2-29	0205	Li-H
1	CN-20
2	CP-20
3	-31.5V		x
4	B2-28-1		x
5	B2-28-2N	x
6	-4.5V		x
7			x
8	A3-23-8		x
9	B2-28-13	x
10			x
11			x
12	-3.0V		x
13			x
14	LÆ-P-20
15	LÆ-N-20
1N	B2-28-2		x
2N	B4-27-2		x
3N	B3-29-11
4N	B2-30-5N
5N	A3-25-4N	B2-30-6N	L-20
6N	A3-25-5N
7N	B2-28-6		x
8N	B2-27-2		x
9N	B2-27-6		x
10N	B3-27-9		x
11N	-7.5V		x
12N	B4-27-4		x
13N	B3-29-1
14N	B3-29-8N
end

kort	B2-30	0205	Li-H
1	CN-21
2	CP-21
3			x
4			x
5			x
6			x
7			x
8			x
9			x
10			x
11			x
12			x
13			x
14	LÆ-P-21
15	LÆ-N-21
1N			x
2N			x
3N	-1.5V*21
4N	B2-31-5N
5N	B2-29-4N	B2-31-6N	L-21
6N	B3-29-8		B2-29-5N
7N			x
8N			x
9N			x
10N			x
11N			x
12N			x
13N	B3-30-1
14N	B3-30-8N
end

kort	B2-31	0205	Li-H
1	CN-22
2	CP-22
3			x
4			x
5			x
6			x
7			x
8			x
9			x
10			x
11			x
12			x
13			x
14	LÆ-P-22
15	LÆ-N-22
1N			x
2N			x
3N	-1.5V*22
4N	B2-32-5N
5N	B2-30-4N	B2-32-6N	L-22
6N	B2-30-5N
7N			x
8N			x
9N			x
10N			x
11N			x
12N			x
13N	B3-31-1
14N	B3-31-8N
end

kort	B2-32	0205	Li-H
1	CN-23
2	CP-23
3			x
4			x
5			x
6			x
7			x
8			x
9			x
10	STEL		x
11			x
12			x
13			x
14	LÆ-P-23
15	LÆ-N-23
1N			x
2N			x
3N	-1.5V*23
4N	B2-33-5N
5N	B2-31-4N	B2-33-6N	L-23
6N	B2-31-5N
7N			x
8N			x
9N			x
10N			x
11N			x
12N			x
13N	B3-32-1
14N	B3-32-8N
end

kort	B2-33	0205	Li-H
1	CN-24
2	CP-24
3			x
4			x
5			x
6			x
7			x
8			x
9			x
10			x
11			x
12			x
13			x
14	LÆ-P-24
15	LÆ-N-24
1N			x
2N			x
3N	-1.5V*24
4N	B2-34-5N
5N	B2-32-4N	B2-34-6N	L-24
6N	B2-32-5N
7N			x
8N			x
9N			x
10N			x
11N			x
12N			x
13N	B3-33-1
14N	B3-33-8N
end

kort	B2-34	0205	Li-H
1	CN-25
2	CP-25
3			x
4			x
5			x
6			x
7			x
8			x
9			x
10			x
11			x
12			x
13			x
14	LÆ-P-25
15	LÆ-N-25
1N			x
2N			x
3N	-1.5V*25
4N	B2-35-5N
5N	B2-33-4N	B2-35-6N	L-25
6N	B2-33-5N
7N			x
8N			x
9N			x
10N			x
11N			x
12N			x
13N	B3-34-1
14N	B3-34-8N
end

kort	B2-35	0205	Li-H
1	CN-26
2	CP-26
3			x
4			x
5			x
6			x
7			x
8			x
9			x
10			x
11			x
12			x
13			x
14	LÆ-P-26
15	LÆ-N-26
1N			x
2N			x
3N	-1.5V*26
4N	B2-36-5N
5N	B2-34-4N	B2-36-6N	L-26
6N	B2-34-5N
7N			x
8N			x
9N			x
10N			x
11N			x
12N			x
13N	B3-35-1
14N	B3-35-8N
end

kort	B2-36	0205	Li-H
1	CN-27
2	CP-27
3			x
4			x
5			x
6			x
7			x
8			x
9			x
10			x
11			x
12			x
13			x
14	LÆ-P-27
15	LÆ-N-27
1N			x
2N			x
3N	-1.5V*27
4N	B2-37-5N
5N	B2-35-4N	B2-37-6N	L-27
6N	B2-35-5N
7N			x
8N			x
9N			x
10N	B3-27-2		x
11N			x
12N			x
13N	B3-36-1
14N	B3-36-8N
end

kort	B2-37	0205	Li-H
1	CN-28
2	CP-28
3			x
4			x
5			x
6			x
7			x
8			x
9			x
10			x
11			x
12			x
13			x
14	LÆ-P-28
15	LÆ-N-28
1N			x
2N			x
3N	-1.5V*28
4N	B2-38-5N
5N	B2-36-4N	B2-38-6N	L-28
6N	B2-36-5N
7N			x
8N			x
9N			x
10N			x
11N			x
12N			x
13N	B3-37-1
14N	B3-37-8N
end

kort	B2-38	0205	Li-H
1	CN-29
2	CP-29
3			x
4			x
5			x
6			x
7	B1-33-7		x
8			x
9			x
10			x
11	B1-36-8N	x
12			x
13	B1-36-8		x
14	LÆ-P-29
15	LÆ-N-29
1N			x
2N			x
3N	-1.5V*29
4N	B2-39-5N
5N	B2-37-4N	B2-39-6N	L-29
6N	B2-37-5N
7N			x
8N			x
9N			x
10N			x
11N			x
12N			x
13N	B3-38-1
14N	B3-38-8N
end

kort	B2-39	0205	Li-H
1	CN-30
2	CP-30
3			x
4			x
5			x
6			x
7	B1-33-6		x
8			x
9			x
10			x
11	B1-36-9N	x
12			x
13	B1-36-9		x
14	LÆ-P-30
15	LÆ-N-30
1N	B2-28-3		x
2N	B4-27-3		x
3N	-1.5V*30
4N	B2-40-5N
5N	B2-38-4N	B2-40-6N	L-30
6N	B2-38-5N
7N	B2-28-7		x
8N	B2-27-3		x
9N	B2-27-7		x
10N			x
11N			x
12N	B4-27-5		x
13N	B3-39-1
14N	B3-39-8N
end

kort	B2-40	0205	Li-H
1	CN-31
2	CP-31
3			x
4			x
5			x
6			x
7			x
8			x
9			x
10	STEL		x
11			x
12			x
13			x
14	LÆ-P-31
15	LÆ-N-31
1N			x
2N			x
3N	-1.5V*31
4N	B2-41-5N
5N	B2-39-4N	B2-41-6N	L-31
6N	B2-39-5N
7N			x
8N			x
9N			x
10N			x
11N			x
12N			x
13N	B3-40-1
14N	B3-40-8N
end

kort	B2-41	0205	Li-H
1	CN-32
2	CP-32
3			x
4			x
5			x
6			x
7			x
8			x
9			x
10			x
11			x
12			x
13			x
14	LÆ-P-32
15	LÆ-N-32
1N			x
2N			x
3N	-1.5V*32
4N	B2-42-5N
5N	B2-40-4N	B2-42-6N	L-32
6N	B2-40-5N
7N			x
8N			x
9N			x
10N			x
11N			x
12N			x
13N	B3-41-1
14N	B3-41-8N
end

kort	B2-42	0205	Li-H
1	CN-33
2	CP-33
3			x
4			x
5			x
6			x
7			x
8			x
9			x
10			x
11			x
12			x
13			x
14	LÆ-P-33
15	LÆ-N-33
1N			x
2N			x
3N	-1.5V*33
4N	B2-43-5N
5N	B2-41-4N	B2-43-6N	L-33
6N	B2-41-5N
7N			x
8N			x
9N			x
10N			x
11N			x
12N			x
13N	B3-42-1
14N	B3-42-8N
end

kort	B2-43	0205	Li-H
1	CN-34
2	CP-34
3			x
4			x
5			x
6			x
7			x
8			x
9			x
10			x
11			x
12			x
13			x
14	LÆ-P-34
15	LÆ-N-34
1N			x
2N			x
3N	-1.5V*34
4N	B2-44-5N
5N	B2-42-4N	B2-44-6N	L-34
6N	B2-42-5N
7N			x
8N			x
9N			x
10N			x
11N			x
12N			x
13N	B3-43-1
14N	B3-43-8N
end

kort	B2-44	0205	Li-H
1	CN-35
2	CP-35
3			x
4			x
5			x
6			x
7			x
8			x
9			x
10			x
11			x
12			x
13			x
14	LÆ-P-35
15	LÆ-N-35
1N			x
2N			x
3N	-1.5V*35
4N	B2-45-5N
5N	B2-43-4N	B2-45-6N	L-35
6N	B2-43-5N
7N			x
8N			x
9N			x
10N			x
11N			x
12N			x
13N	B3-44-1
14N	B3-44-8N
end

kort	B2-45	0205	Li-H
1	CN-36
2	CP-36
3			x
4			x
5			x
6			x
7			x
8			x
9			x
10			x
11			x
12			x
13			x
14	LÆ-P-36
15	LÆ-N-36
1N			x
2N			x
3N	-1.5V*36
4N	B2-46-5N
5N	B2-44-4N	B2-46-6N	L-36
6N	B2-44-5N
7N			x
8N			x
9N			x
10N			x
11N			x
12N			x
13N	B3-45-1
14N	B3-45-8N
end

kort	B2-46	0205	Li-H
1	CN-37
2	CP-37
3			x
4			x
5			x
6			x
7			x
8			x
9			x
10			x
11			x
12			x
13			x
14	LÆ-P-37
15	LÆ-N-37
1N			x
2N			x
3N	-1.5V*37
4N	B2-47-5N
5N	B2-45-4N	B2-47-6N	L-37
6N	B2-45-5N
7N			x
8N			x
9N			x
10N			x
11N			x
12N			x
13N	B3-46-1
14N	B3-46-8N
end

kort	B2-47	0205	Li-H
1	CN-38
2	CP-38
3			x
4			x
5			x
6			x
7			x
8			x
9			x
10			x
11			x
12			x
13			x
